"Museumsname"	"Standort"	"Lat"	"Long"	"object"	"Hersteller.Künstler"	"Land.Ort"	"Lat_origin"	"Long_origin"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (Aitape Berlinhafen NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea, NO-Küste, Aitape"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea/ Papua Neuguinea ( NO-Küste Aitape Berlinhafen)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Neuguinea, Papua Neuguinea, NO-Küste (Aitape Berlinhafen)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Zaire"	"Zaire"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Angola/Namibia"	"Südafrika"	"-17.3914"	"15.9082"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Angola/Namibia"	"Südafrika"	"-17.3914"	"15.9082"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Häuptlingsstab/ Zeremonialstab"	"Zaire"	"Zaire"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Paupa Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Papua Neuguinea (NO-Küst)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika (?)"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Polen"	"Polen"	"52.2340"	"21.0368"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Paddel"	"Nigeria (Kamerun)"	"Westafrika"	"6.6501"	"8.7970"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika od. Zentral-/ Südafrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Polen"	"Polen"	"52.2340"	"21.0368"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Zaire"	"Zaire"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Stock"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Sumatra (Malaysia nicht ganz auszuschließen)"	"Sumatra"	"3.6450"	"98.6695"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Paddel"	"Nigeria (Kamerun)"	"Westafrika"	"6.6501"	"8.7970"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Sprecherstab"	"Samoa"	"Samoa"	"-13.8304"	"-171.7690"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Dechsel"	"Karolinen"	"Karolinen"	"6.9194"	"158.1626"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Köcher"	"Westafrika (?)"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Ostafrika (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ozeanien (N)"	"Ozeanien"	"-11.4878"	"153.4654"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Salomonen"	"Salomonen"	"-9.4486"	"159.9678"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ozeanien (N)"	"Ozeanien"	"-11.4878"	"153.4654"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika (Kanem)"	"Westafrika"	"9.0500"	"9.4167"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika (Kanam)"	"Westafrika"	"9.0500"	"9.4167"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Togo (French Guinea)"	"Togo"	"7.9623"	"-6.6756"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Zentralafrika (Zaire)"	"Zentralafrika"	"-4.2695"	"15.2712"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Paddelspitze"	"Nigeria (Kamerun)"	"Westafrika"	"6.6501"	"8.7970"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"\"Holzrohr\""	"Ostafrika (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Stab, mit einem Ende in Form eines menschl. Kopfes"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika (Zwischenseengebiet)"	"Ostafrika"	"-5.0167"	"32.8000"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Zentralafrika"	"Zentralafrika"	"4.3907"	"18.5509"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Kamerun (Nigeria)"	"Westafria"	"6.6501"	"8.7970"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Rekade"	"Westafrika (Dahomey)"	"Westafrika"	"6.4991"	"2.6253"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Rekade"	"Westafrika (Dahomey)"	"Westafrika"	"6.4991"	"2.6253"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Angola/Namibia"	"Südwestafrika"	"-17.3914"	"15.9082"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Kamerun"	"Kamerun"	"3.8414"	"11.4921"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Ankus"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Wedel, Besen"	"Ostafrika (Küste)"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Kalebasse"	"Südafrika"	"Südafrika"	"-33.9291"	"18.4174"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Sanza"	"Zentral-/ Südwestafrika"	"Afrika"	"-9.5159"	"17.8156"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Schiene"	"Nigeria"	"Nigeria"	"9.0694"	"7.4879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Schiene"	"Nigeria"	"Nigeria"	"9.0694"	"7.4879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Staat Sudan"	"Sudan"	"15.6006"	"32.5340"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Italien"	"Italien"	"41.9034"	"12.4949"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Opanken"	"Jugoslawien/ Serbien"	"Südosteuropa"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Firmenstempel"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Firmenstempel"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Ostasien"	"Ostasien"	"42.52"	"122.61"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Serbien"	"Südosteuropa"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Serbien"	"Südosteuropa"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Asien"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Frankreich/ England"	"Westeuropa"	"50.6488"	"0.9483"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Somali"	"Somali"	"2.0349"	"45.3419"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Togo/ Ghana (?) (gpandu)"	"Westafrika"	"6.9443"	"0.5232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Nigeria/ Gegend um Ede"	"Westafrika"	"7.2944"	"7.6638"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Südwestafrika"	"Südwestafrika"	"-22.5586"	"17.0587"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Südwestafrika"	"Südwestafrika"	"-22.5586"	"17.0587"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"weaponry"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Serbien"	"Südosteuropa"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"clothing"	"Zentralafrika"	"Zentralafrika"	"4.3907"	"18.5509"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"Afrika (?)"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Köcher"	"Ostafrika"	"Ostafrika"	"-6.8000"	"39.2833"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"Togo/ Ghana"	"Westafrika"	"6.9443"	"0.5232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"westl. Türkei"	"Türkei"	"38.4176"	"27.1455"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"jewellery"	"Karolinen"	"Karolinen"	"6.9194"	"158.1626"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"jewellery"	"Karolinen"	"Karolinen"	"6.9194"	"158.1626"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Tschechoslowakei"	"Tschechoslowakei"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Nussknacker"	"Jugoslawien"	"Jugoslawien"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Bulgarien/ Albanien/ Jugoslawien"	"Südosteuropa"	"41.7253"	"21.7694"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"clothing"	"Jugoslawien/ Serbien"	"Südosteuropa"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Angola/ Namibia"	"Südafrika"	"-17.3914"	"15.9082"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Betelschere"	"Indien (Anjar)"	"Indien"	"23.0794"	"70.0672"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Kamerun (Grasland)"	"Kamerun"	"35.666"	"140.076"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"liegende Frau"	"Westafrika (Dahomey)"	"Westafrika"	"6.4991"	"2.6253"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Verschluss in Form eines Schriftzeichens"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Somalia"	"Somalia"	"2.0349"	"45.3419"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Scheide"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"music"	"Zentraleuropa"	"Zentraleuropa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Westafrika"	"Westafrika"	"6.1582"	"1.2406"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Spanien/ Portugal"	"Westeuropa"	"39.4646"	"-6.3901"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"gleicharmige Zungenwage"	"Japan/ Byzanz"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Ajaccio"	"Europa"	"41.9269"	"8.7631"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Kalebasse"	"Jugoslawien/ Slowenien"	"Südosteuropa"	"46.0586"	"14.5440"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Ungarn"	"Ungarn"	"47.5124"	"19.0357"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Korea"	"Korea"	"37.5711"	"126.9757"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Bosnien"	"Ostafrika"	"43.8540"	"18.3879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"jewellery"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"smoking"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien"	"Jugoslawien"	"44.8203"	"20.4394"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Papua Neuguinea (NO-Küste)"	"Papua Neuguinea"	"-3.1510"	"142.3594"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"playtoys"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Geomantenkompass"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Geomantenkompass"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Geomantenkompass"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südwestafrika"	"Südwestafrika"	"-22.5586"	"17.0587"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Tibet"	"Tibet"	"29.6957"	"91.1714"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"China/ Ost Turkestan (Kaschgar)"	"China"	"39.4704"	"75.9872"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Westasien"	"Westasien"	"41.8568"	"43.4267"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Minaret Miniatur"	"Sumatra (Padangsche Bovenlanden)"	"Sumatra"	"-0.9158"	"100.3852"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"tea"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"tea"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Syrien/ Irak/ Türkei"	"Naher Osten"	"37.0846"	"42.3362"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Bosnien"	"Südosteuropa"	"43.8540"	"18.3879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Asien"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Bosnien"	"Südosteuropa"	"43.8540"	"18.3879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Bosnien"	"Südosteuropa"	"43.8540"	"18.3879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Bosnien"	"Südosteuropa"	"43.8540"	"18.3879"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"Türklingel (?)"	"Europa"	"Europa"	"50.0781"	"14.4431"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"playtoys"	"Asien"	"Asien"	"43.8551"	"87.6316"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Südosteuropa"	"Südosteuropa"	"46.0608"	"14.5459"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Makedonien"	"Südosteuropa"	"41.9946"	"21.4266"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Jugoslawien/ Makedonien"	"Südosteuropa"	"41.9946"	"21.4266"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"decorative"	"China"	"China"	"39.9064"	"116.3913"
"Hellweg-Museum"	"Unna"	"51.53695"	"7.69227"	"domestic"	"Westasien"	"Westasien"	"41.8568"	"43.4267"
